raydium-amm on Solana | APY: 116.89% | TVL: $161,637 | Pair: ['ECnFhc3ezHL6M8yqtAg7Wrz3NiDec6pBKMizgocGkAWb', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 105.08% | TVL: $159,705 | Pair: ['BpWe8xjFSUg7ekJv4uvCUss9TNm4baupKnAUvEFyTQhE', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 589.76% | TVL: $159,305 | Pair: ['4jCeHwaTdyAy1Y8XpB5CTGi1HLo8UiZ76JUY2ndibzGM', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 291.68% | TVL: $158,478 | Pair: ['qeu7bM5459LdsboY1jA53R5ngyU8na94uu29v1v4Edx', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 596.19% | TVL: $157,770 | Pair: ['DYTQdsPmWFMN7wPPh627NfqaMWiXesZDz6461PGM7cWn', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 198.94% | TVL: $157,587 | Pair: ['4uPH8quGop9xJKNTXyihWnzr3rPoe7S7dvkVaXEtygDK', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Ethereum | APY: 204.86481% | TVL: $156,658 | Pair: ['0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48']
uniswap-v4 on Base | APY: 6901.29713% | TVL: $156,391 | Pair: ['0x4200000000000000000000000000000000000006', '0xa48a65afb5cc72fd49db07747e90f63364426492']
uniswap-v4 on Arbitrum | APY: 11312.74096% | TVL: $156,340 | Pair: ['0x0c1c1c109fe34733fca54b82d7b46b75cfb71f6e', '0xaf88d065e77c8cc2239327c5edb3a432268e5831']
raydium-amm on Solana | APY: 284.36% | TVL: $156,221 | Pair: ['Fips3MgSg4ET9YvUUZWP8Kifye4LiQQWyB4LyRTJXCGz', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 302.86% | TVL: $156,171 | Pair: ['ARqu3jvEszvn4b9MF9BTSmjYkmzm3mq5QxrpExN5SsgM', 'So11111111111111111111111111111111111111112']
orca-dex on Solana | APY: 132.61801% | TVL: $155,709 | Pair: ['7JA5eZdCzztSfQbJvS8aVVxMFfd81Rs9VvwnocV1mKHu', 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v']
raydium-amm on Solana | APY: 644.99% | TVL: $155,599 | Pair: ['Gi8ddENju5u2BCXuZkmH1GhKZ9fDX2eeFxQhM9YS2x2C', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 129.49% | TVL: $155,426 | Pair: ['7wf2wFRSripeNntE35mNN23LRcSEv5o5JHv1dNR5xZJq', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 241.26% | TVL: $155,291 | Pair: ['DRX6SHbetF7McJrC2VmNBhjffhpnEAbdYDSAnmKGWLzU', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 338.32% | TVL: $154,660 | Pair: ['Fe6FGYSQmL8uiowkjZvMvPdzovazMKbd6e4vCCQQ5Tri', 'So11111111111111111111111111111111111111112']
aerodrome-slipstream on Base | APY: 145.91617% | TVL: $153,827 | Pair: ['0x590830dFDf9A3F68aFCDdE2694773dEBDF267774', '0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913']
raydium-amm on Solana | APY: 172.51% | TVL: $153,420 | Pair: ['FJAaAewbmXGXN6UY2Et9v9YnmpUTGbtHCUePFCFwYCL8', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Ethereum | APY: 467.62667% | TVL: $152,278 | Pair: ['0x0000000000000000000000000000000000000000', '0x44b28991b167582f18ba0259e0173176ca125505']
raydium-amm on Solana | APY: 295.19% | TVL: $151,242 | Pair: ['39umNk9oxpEgu4vsxrM6rCu1vLi5HkjtKvEmSbXYEdiu', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 106.93% | TVL: $150,800 | Pair: ['8iFCFduopD3BLBdrcCsJm6qE1YNNggsR4hpT4fQa1s7a', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Base | APY: 2982.89392% | TVL: $150,773 | Pair: ['0x4200000000000000000000000000000000000006', '0x8dd4163faf208dfa56847f82de05dce8932508a6']
uniswap-v4 on Base | APY: 12816.64069% | TVL: $150,718 | Pair: ['0x1d0825063de146afbdba4b04519cf947a282cf89', '0x4200000000000000000000000000000000000006']
raydium-amm on Solana | APY: 160.49% | TVL: $150,326 | Pair: ['BVvCgpxRZ96Yd5RrRstWCo6LWnxb2jW9JEEQhpT7AJyQ', 'So11111111111111111111111111111111111111112']
aerodrome-slipstream on Base | APY: 208.13356% | TVL: $150,062 | Pair: ['0x4200000000000000000000000000000000000006', '0xFbB75A59193A3525a8825BeBe7D4b56899E2f7e1']
uniswap-v4 on Base | APY: 10722.87394% | TVL: $150,043 | Pair: ['0x4200000000000000000000000000000000000006', '0x691a01e54aafd566f2e682f14a4a47be1494d532']
uniswap-v4 on Base | APY: 8289.98227% | TVL: $149,052 | Pair: ['0x1698bb6688dec358924cba468376bd9740dd8036', '0x4200000000000000000000000000000000000006']
raydium-amm on Solana | APY: 196.98% | TVL: $149,011 | Pair: ['Db1MwsWsU6qzonab54m3BuP56Nww5H6f6w7LubWHKqAy', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 173.82% | TVL: $148,391 | Pair: ['6ubittFND1MPv4tQp8bg56uRJSSSb15JnArxPGD8JbKn', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Base | APY: 4712.56493% | TVL: $147,848 | Pair: ['0x4200000000000000000000000000000000000006', '0xab71701d308298882672a533f0dd57fceb1e4c33']
raydium-amm on Solana | APY: 265.57% | TVL: $146,583 | Pair: ['BVdpxVYBFLvArDsCexeXLJ2VMURp7izixih2Yb14HgR3', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Base | APY: 9878.04883% | TVL: $146,499 | Pair: ['0x4200000000000000000000000000000000000006', '0x570b0d2d73f999204ce19a93e6e74d7deee1fbeb']
uniswap-v4 on Base | APY: 8854.58612% | TVL: $145,180 | Pair: ['0x4200000000000000000000000000000000000006', '0xaecfca86a68dc492901f10b8f2ed83d4afa6a705']
raydium-amm on Solana | APY: 150.19% | TVL: $144,799 | Pair: ['2jaSY5ZDgtB9hGBjNjDviZVbhKe1JMthqbkfqyaPhWw6', 'So11111111111111111111111111111111111111112']
etherex-cl on Linea | APY: 198.55775% | TVL: $144,419 | Pair: ['0x1789e0043623282d5dcc7f213d703c6d8bafbb04', '0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f']
raydium-amm on Solana | APY: 232.97% | TVL: $143,804 | Pair: ['BQuX5KeZeVxsz1VwvzWRTGsx8Vo3HdV3C6vVY6GCQhC7', 'So11111111111111111111111111111111111111112']
raydium-amm on Solana | APY: 126.52% | TVL: $143,745 | Pair: ['BMYQBqebx9hK9QNWJTogj67WThJ4citWwoiCzyRwLoZ7', 'So11111111111111111111111111111111111111112']
aerodrome-slipstream on Base | APY: 1069.91236% | TVL: $142,291 | Pair: ['0x4200000000000000000000000000000000000006', '0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913']
uniswap-v4 on Base | APY: 1038.33575% | TVL: $142,235 | Pair: ['0x4200000000000000000000000000000000000006', '0x6e597f1f1bc340bc2d8652506b618d318c69e109']
uniswap-v4 on Base | APY: 8286.89251% | TVL: $142,189 | Pair: ['0x4200000000000000000000000000000000000006', '0x603042338d40f39773885f9a4e68122159f4f05a']
aerodrome-slipstream on Base | APY: 117.11225% | TVL: $141,637 | Pair: ['0x4200000000000000000000000000000000000006', '0x4E200fE2f3eFb977d5fd9c430A41531FB04d97B8']
uniswap-v4 on Base | APY: 3745.75457% | TVL: $141,297 | Pair: ['0x4200000000000000000000000000000000000006', '0xb5a7be992f7b05fa37d90896fe209b79d317882e']
uniswap-v4 on Base | APY: 2811.71496% | TVL: $139,872 | Pair: ['0x4200000000000000000000000000000000000006', '0x6ddb27242f38dd9cbdc70dab26a0c0fdfdc20db5']
uniswap-v2 on Ethereum | APY: 1257.17436% | TVL: $139,598 | Pair: ['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xcec8314cf4d448fbd3525696af045f13ccea7444']
uniswap-v4 on Base | APY: 168.28333% | TVL: $138,991 | Pair: ['0x0f16ec8df43d604f215b9e1e9a680aaa7d90f958', '0x4200000000000000000000000000000000000006']
uniswap-v4 on Base | APY: 7242.96907% | TVL: $138,660 | Pair: ['0x4200000000000000000000000000000000000006', '0xdbdc6a6c63b3f747048f25989812ddc61f56735f']
uniswap-v4 on Base | APY: 3659.71887% | TVL: $137,895 | Pair: ['0x4200000000000000000000000000000000000006', '0xc2075be8d14d2c9aca03655bbddc93a395dca355']
uniswap-v4 on Base | APY: 8219.64572% | TVL: $137,892 | Pair: ['0x4200000000000000000000000000000000000006', '0xf5c4b3e3c8f9b6643ddf9cb68f7b9a5efc2677a4']
uniswap-v4 on Ethereum | APY: 185.22811% | TVL: $137,469 | Pair: ['0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', '0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9']
aerodrome-slipstream on Base | APY: 230.25202% | TVL: $135,641 | Pair: ['0x1f16e03C1a5908818F47f6EE7bB16690b40D0671', '0x4200000000000000000000000000000000000006']
uniswap-v4 on Base | APY: 10871.36346% | TVL: $135,392 | Pair: ['0x4200000000000000000000000000000000000006', '0x9574eb90976624f81fe4ab0c7b0aa906c9db867b']
joe-v2.2 on Avalanche | APY: 142.50286% | TVL: $134,855 | Pair: ['0x26debd39d5ed069770406fca10a0e4f8d2c743eb', '0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7']
astroport on Neutron | APY: 103.52914% | TVL: $134,622 | Pair: ['coingecko:usd-coin', 'coingecko:neutron-3']
uniswap-v4 on Base | APY: 4420.68899% | TVL: $133,013 | Pair: ['0x4200000000000000000000000000000000000006', '0x4f83883f4fb4dc5c475bd7d042890ac174a5a36a']
uniswap-v2 on Ethereum | APY: 103.12834% | TVL: $132,276 | Pair: ['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xe0151763455a8a021e64880c238ba1cff3787ff0']
uniswap-v4 on Base | APY: 5426.20215% | TVL: $131,717 | Pair: ['0x4200000000000000000000000000000000000006', '0x479fc7d0f107629dd936366bd9d112416da499ef']
raydium-amm on Solana | APY: 119.37% | TVL: $130,605 | Pair: ['So11111111111111111111111111111111111111112', '4eqCYVzf5wwUdey4VhThRc4eCyAL9khxkJ1myrprShV9']
uniswap-v4 on Ethereum | APY: 1751.3039% | TVL: $130,519 | Pair: ['0x0000000000000000000000000000000000000000', '0xa1290d69c65a6fe4df752f95823fae25cb99e5a7']
uniswap-v4 on Base | APY: 4412.55574% | TVL: $130,044 | Pair: ['0x4200000000000000000000000000000000000006', '0x90afe0c8076c0363b6c95bb5abe22d93467407f7']
raydium-amm on Solana | APY: 595.62% | TVL: $129,901 | Pair: ['HuuYvSpd9mVibDsNyjs2rHj3wYEeEKsZkz6BDne3rhJM', 'So11111111111111111111111111111111111111112']
uniswap-v4 on Base | APY: 5032.16564% | TVL: $129,500 | Pair: ['0x4200000000000000000000000000000000000006', '0x525461d5ef0d1abfbfd92760bdc526e1c0189ba1']
uniswap-v4 on Base | APY: 9213.20192% | TVL: $129,459 | Pair: ['0x1cab17eb4e48c1a6661a6352024a3b8891012733', '0x4200000000000000000000000000000000000006']
clober-v2 on Monad | APY: 103.49786% | TVL: $128,797 | Pair: ['0x754704Bc059F8C67012fEd69BC8A327a5aafb603', '0x0000000000000000000000000000000000000000']
uniswap-v4 on Base | APY: 7328.88393% | TVL: $128,581 | Pair: ['0x4200000000000000000000000000000000000006', '0x548cca8a0bbf7c21dc2dde09cac5f5af81fdda0f']
supernova-cl on Ethereum | APY: 706.22257% | TVL: $128,462 | Pair: ['0x514910771af9ca656af840dff83e8264ecf986ca', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v4 on Ethereum | APY: 233.05481% | TVL: $128,021 | Pair: ['0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xb0076de78dc50581770bba1d211ddc0ad4f2a241']
uniswap-v4 on Base | APY: 155.24293% | TVL: $127,334 | Pair: ['0x18278c6899fd3b5aa6ab46efe275607b0feb2fbe', '0x4200000000000000000000000000000000000006']
uniswap-v3 on Ethereum | APY: 154.55784% | TVL: $126,859 | Pair: ['0x7a58c0be72be218b41c608b7fe7c5bb630736c71', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v2 on Ethereum | APY: 114.37036% | TVL: $126,604 | Pair: ['0x6b89b97169a797d94f057f4a0b01e2ca303155e4', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v4 on Base | APY: 5276.30478% | TVL: $126,318 | Pair: ['0x4200000000000000000000000000000000000006', '0xbf3f6b7937050dc4450eb1a14cc4f4f33da9f628']
uniswap-v3 on Ethereum | APY: 101.63556% | TVL: $125,483 | Pair: ['0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
raydium-amm on Solana | APY: 110.91736% | TVL: $125,433 | Pair: ['goodX4LG92UAcRdFRUykfP2fAfzQAVttrToEPxtxSkp', 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v']
orca-dex on Solana | APY: 125.23635% | TVL: $125,152 | Pair: ['So11111111111111111111111111111111111111112', '3jUf2RTyXp867piSB2dt8uUcNiLDW58asjGtXkRAkBbe']
uniswap-v4 on Base | APY: 5691.17249% | TVL: $124,532 | Pair: ['0x4200000000000000000000000000000000000006', '0x54fc8a3e2e76aff87c20226b10d7f84e1530cb81']
uniswap-v4 on Base | APY: 1234.56003% | TVL: $124,464 | Pair: ['0x1fce0c96b01c9fc814762d3e2d990fb946e1aec4', '0x4200000000000000000000000000000000000006']
gmx-v2-perps on Arbitrum | APY: 201.56201% | TVL: $123,820 | Pair: ['0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f', '0xaf88d065e77c8cC2239327C5EDb3A432268e5831']
uniswap-v4 on Base | APY: 687.38491% | TVL: $123,528 | Pair: ['0x4200000000000000000000000000000000000006', '0x4adbfd7747a76aeb01ae728480265c0191a3414d']
uniswap-v4 on Base | APY: 12898.92801% | TVL: $123,335 | Pair: ['0x4200000000000000000000000000000000000006', '0xf47c03ec8aac97a7650ae433fc8dc678e3817081']
uniswap-v4 on Base | APY: 4265.20847% | TVL: $122,431 | Pair: ['0x4200000000000000000000000000000000000006', '0x8239444f089f4d9109e504bedbbd42252fee812b']
uniswap-v4 on Base | APY: 505.05496% | TVL: $122,100 | Pair: ['0x4200000000000000000000000000000000000006', '0x62abe92f50c518165a5c010fe59f35023197fba3']
uniswap-v2 on Ethereum | APY: 156.12661% | TVL: $121,179 | Pair: ['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xe09fb60e8d6e7e1cebbe821bd5c3fc67a40f86bf']
uniswap-v4 on Ethereum | APY: 369.85147% | TVL: $120,742 | Pair: ['0x0000000000000000000000000000000000000000', '0x0d438f3b5175bebc262bf23753c1e53d03432bde']
uniswap-v2 on Ethereum | APY: 158.28174% | TVL: $120,618 | Pair: ['0x2b566950ba2298acef3c730cc0129b2f4fbd30a3', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v4 on Base | APY: 2025.92586% | TVL: $120,374 | Pair: ['0x370561928f33b1a3c40b20e193d4991fcd23cecd', '0x4200000000000000000000000000000000000006']
uniswap-v4 on Base | APY: 6854.34209% | TVL: $120,072 | Pair: ['0x4200000000000000000000000000000000000006', '0xa5f4827568c0e93551a1f36fdbddbfe674c48c50']
cetus-clmm on Sui | APY: 127.0318% | TVL: $120,067 | Pair: ['0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL', '0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI']
uniswap-v4 on Base | APY: 148.77851% | TVL: $119,871 | Pair: ['0x4200000000000000000000000000000000000006', '0x5bb590d060a55ab59339c92e9d12809ced950610']
supernova-cl on Ethereum | APY: 2247.59638% | TVL: $119,796 | Pair: ['0xdac17f958d2ee523a2206206994597c13d831ec7', '0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55']
uniswap-v4 on Base | APY: 3608.08713% | TVL: $118,820 | Pair: ['0x342e79b077a6a043218fefe032c927998961609b', '0x4200000000000000000000000000000000000006']
aerodrome-slipstream on Base | APY: 456.70409% | TVL: $117,924 | Pair: ['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913', '0xcD2F22236DD9Dfe2356D7C543161D4d260FD9BcB']
supernova-cl on Ethereum | APY: 755.18094% | TVL: $117,279 | Pair: ['0x68749665ff8d2d112fa859aa293f07a622782f38', '0xdac17f958d2ee523a2206206994597c13d831ec7']
uniswap-v3 on Arbitrum | APY: 109.04699% | TVL: $116,413 | Pair: ['0x82af49447d8a07e3bd95bd0d56f35241523fbab1', '0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a']
uniswap-v2 on Ethereum | APY: 125.98733% | TVL: $116,377 | Pair: ['0x9fd9278f04f01c6a39a9d1c1cd79f7782c6ade08', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
aerodrome-slipstream on Base | APY: 245.77101% | TVL: $115,802 | Pair: ['0x4200000000000000000000000000000000000006', '0xeF4461891DfB3AC8572cCf7C794664A8DD927945']
uniswap-v4 on Base | APY: 6082.42698% | TVL: $115,445 | Pair: ['0x285188ec41875caaec172845da8ee344bdf00539', '0x4200000000000000000000000000000000000006']
uniswap-v4 on Base | APY: 140.34391% | TVL: $115,028 | Pair: ['0x4200000000000000000000000000000000000006', '0xcb600606828bec69cc7af223a197bbbf9dc6d502']
raydium-amm on Solana | APY: 1340.4% | TVL: $114,859 | Pair: ['So11111111111111111111111111111111111111112', '8WNxktTvmgzjuvrQFktakMapSEPPyGJjoWTsHD97pump']
aerodrome-slipstream on Base | APY: 741.69341% | TVL: $114,398 | Pair: ['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913', '0xaaa843fb2916c0B57454270418E121C626402AAa']
uniswap-v2 on Ethereum | APY: 152.39008% | TVL: $114,157 | Pair: ['0x7c9f94a79b6b859dfb1d3312fc2311b39f89c677', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v4 on Base | APY: 5246.84677% | TVL: $114,104 | Pair: ['0x4200000000000000000000000000000000000006', '0x7ca8eef7e0aafb7113fda2daf9a5d024ee09c88a']
uniswap-v4 on Base | APY: 626.35194% | TVL: $113,670 | Pair: ['0x0000000000000000000000000000000000000000', '0x1aa8fd5bcce2231c6100d55bf8b377cff33acfc3']
uniswap-v4 on Base | APY: 8066.29869% | TVL: $113,557 | Pair: ['0x4200000000000000000000000000000000000006', '0xc7c2a63bef954cda00773fe81f85d1ea29cdc73e']
uniswap-v4 on Base | APY: 8148.83213% | TVL: $113,315 | Pair: ['0x4200000000000000000000000000000000000006', '0x9c14825f42ea890eacad69854d091ccffc05b20d']
uniswap-v2 on Base | APY: 100.98826% | TVL: $112,882 | Pair: ['0x4200000000000000000000000000000000000006', '0xf57f80e913a9fc3d0846a26bd4c2eb4a3c9f4346']
uniswap-v2 on Ethereum | APY: 147.53165% | TVL: $112,718 | Pair: ['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xf816507e690f5aa4e29d164885eb5fa7a5627860']
uniswap-v4 on Base | APY: 6430.95806% | TVL: $112,593 | Pair: ['0x4200000000000000000000000000000000000006', '0xda7ce15b6809602dee6825ccb41a042a49728e4f']
uniswap-v2 on Ethereum | APY: 301.1738% | TVL: $112,172 | Pair: ['0x81db1949d0e888557bc632f7c0f6698b1f8c9106', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
uniswap-v4 on Base | APY: 1353.68313% | TVL: $112,144 | Pair: ['0x4200000000000000000000000000000000000006', '0x52b4ad363d1e82ee283e5199c249f976c3fd7346']
uniswap-v4 on Base | APY: 5977.57592% | TVL: $112,080 | Pair: ['0x4200000000000000000000000000000000000006', '0xc4aa35503ad79d9551f9349257d3a32c5757f5c6']
blackhole-clmm on Avalanche | APY: 491.96781% | TVL: $111,540 | Pair: ['0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7', '0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7']
uniswap-v4 on Base | APY: 2227.86262% | TVL: $111,061 | Pair: ['0x4200000000000000000000000000000000000006', '0x9f9cce230a7a4dcd900c2173bd17eb6fa1330c3a']
uniswap-v4 on Base | APY: 5078.00393% | TVL: $110,466 | Pair: ['0x4200000000000000000000000000000000000006', '0x8a654c6d03beac72e0a6237f837994e0c816df53']
uniswap-v4 on Base | APY: 8167.34925% | TVL: $110,297 | Pair: ['0x4200000000000000000000000000000000000006', '0x9287839902fc63c67b3c288149b09c0cb610d3a2']
uniswap-v4 on Base | APY: 555.47088% | TVL: $109,103 | Pair: ['0x4200000000000000000000000000000000000006', '0xccd1a241bb767fb11b6ad2fda4672da84e67eee5']
uniswap-v4 on Base | APY: 5011.32962% | TVL: $109,073 | Pair: ['0x4200000000000000000000000000000000000006', '0x80bc5762ae791ef936ae18a606a10e3485b18a09']
uniswap-v4 on Base | APY: 386.98035% | TVL: $108,650 | Pair: ['0x00cb1fbca324d51325a7264d54072bc073c28ba3', '0x4200000000000000000000000000000000000006']
uniswap-v4 on Ethereum | APY: 148.55405% | TVL: $107,501 | Pair: ['0x0000000000000000000000000000000000000000', '0xb72e76ccf005313868db7b48070901a44629da98']
aerodrome-slipstream on Base | APY: 5298.30563% | TVL: $106,827 | Pair: ['0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913', '0xa749dE6c28262B7ffbc5De27dC845DD7eCD2b358']
hyperion on Aptos | APY: 125.77904% | TVL: $106,332 | Pair: ['0x68844a0d7f2587e726ad0579f3d640865bb4162c08a4589eeda3f9689ec52a3d', '0xbae207659db88bea0cbead6da0ed00aac12edcdda169e591cd41c94180b46f3b']
uniswap-v4 on Base | APY: 678.81577% | TVL: $106,184 | Pair: ['0x4200000000000000000000000000000000000006', '0xffc2d30150e3c918eda01968b8e75c7d1f9f715d']
blackhole-clmm on Avalanche | APY: 1793.38232% | TVL: $106,066 | Pair: ['0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7', '0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e']
uniswap-v4 on Ethereum | APY: 275.02901% | TVL: $105,184 | Pair: ['0x0000000000000000000000000000000000000000', '0x249130f5e2dd4cf278180c0df8273f3592ad1247']
uniswap-v2 on Ethereum | APY: 112.37369% | TVL: $105,182 | Pair: ['0x282a69142bac47855c3fbe1693fcc4ba3b4d5ed6', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48']
gmx-v2-perps on Arbitrum | APY: 191.39969% | TVL: $105,018 | Pair: ['0x82aF49447D8a07e3bd95BD0d56f35241523fBab1', '0xaf88d065e77c8cC2239327C5EDb3A432268e5831']
uniswap-v4 on Ethereum | APY: 164.26295% | TVL: $103,544 | Pair: ['0x0000000000000000000000000000000000000000', '0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8']
uniswap-v4 on Base | APY: 685.13554% | TVL: $103,347 | Pair: ['0x4200000000000000000000000000000000000006', '0xe76bbbd0ef27db027d45ea88ec116c77fde522e1']
uniswap-v2 on Base | APY: 140.39396% | TVL: $102,538 | Pair: ['0x833589fcd6edb6e08f4c7c32d4f71b54bda02913', '0xaedea0a23a73a2371a98430051d3784b5bccbbf9']
uniswap-v4 on Ethereum | APY: 181.76732% | TVL: $100,264 | Pair: ['0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xf280b16ef293d8e534e370794ef26bf312694126']
raydium-amm on Solana | APY: 251.41% | TVL: $100,233 | Pair: ['So11111111111111111111111111111111111111112', 'jY2knjWQrx7dnPtM6xAqzBTyxeCn35iUuK2YJu1fQdo']
uniswap-v3 on Ethereum | APY: 102.88351% | TVL: $100,141 | Pair: ['0xb98d4c97425d9908e66e53a6fdf673acca0be986', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']
